"        18 to 24 years","33,127","±1,073","17.8%","±0.6","15,373","±808","17.0%","±0.9","17,754","±723","18.6%","±0.8","7,665","±972","9.1%","±1.2","4,267","±615","10.0%","±1.4","3,398","±522","8.2%","±1.3","11,170","±445","13.6%","±0.5","5,411","±392","13.5%","±0.9","5,759","±272","13.7%","±0.7","8,341","±685","7.6%","±0.6","3,914","±633","7.3%","±1.1","4,427","±799","8.0%","±1.4","6,847","±626","7.5%","±0.7","3,170","±277","7.2%","±0.6","3,677","±621","7.7%","±1.2","19,338","±941","7.6%","±0.4","10,112","±520","8.0%","±0.4","9,226","±746","7.2%","±0.6","6,581","±833","8.5%","±1.1","3,535","±732","9.1%","±1.9","3,046","±388","7.9%","±1.0","7,695","±348","7.3%","±0.3","3,806","±111","7.3%","±0.2","3,889","±340","7.4%","±0.6","39,902","±999","13.3%","±0.3","19,792","±857","13.4%","±0.6","20,110","±502","13.1%","±0.3","58,965","±606","8.2%","±0.1","28,973","±587","8.3%","±0.2","29,992","±250","8.1%","±0.1","11,471","±704","9.3%","±0.6","5,983","±396","10.0%","±0.7","5,488","±507","8.7%","±0.8","16,733","±792","7.3%","±0.3","8,834","±702","7.7%","±0.6","7,899","±527","7.0%","±0.4","8,537","±799","7.9%","±0.7","4,332","±473","8.1%","±0.9","4,205","±495","7.6%","±0.9","33,439","±920","8.2%","±0.2","17,551","±643","8.7%","±0.3","15,888","±635","7.6%","±0.3","4,940","±177","7.3%","±0.3","2,743","±172","7.9%","±0.5","2,197","±14","6.7%","±0.2","81,714","±120","8.2%","±0.1","40,723","±97","8.5%","±0.1","40,991","±63","7.9%","±0.1","25,016","±284","8.5%","±0.1","11,968","±2","8.4%","±0.1","13,048","±284","8.7%","±0.2"
"        15 to 44 years","90,113","±951","48.5%","±0.5","43,296","±865","47.9%","±0.9","46,817","±778","49.0%","±0.8","32,876","±599","39.2%","±0.7","17,253","±555","40.5%","±1.4","15,623","±442","37.9%","±1.3","35,107","±497","42.8%","±0.6","17,306","±599","43.0%","±1.1","17,801","±586","42.5%","±1.2","40,181","±875","36.6%","±0.8","19,934","±899","36.9%","±1.2","20,247","±931","36.4%","±1.5","34,408","±719","37.6%","±0.8","17,093","±523","39.0%","±1.0","17,315","±627","36.3%","±1.2","103,909","±1,412","40.7%","±0.6","52,808","±1,071","41.7%","±0.7","51,101","±1,064","39.7%","±0.8","30,453","±616","39.4%","±0.8","15,956","±353","41.2%","±1.4","14,497","±560","37.7%","±1.6","36,822","±504","35.0%","±0.5","18,725","±372","35.7%","±0.6","18,097","±351","34.3%","±0.7","129,136","±754","42.9%","±0.3","64,868","±682","44.0%","±0.5","64,268","±626","41.8%","±0.4","292,491","±870","40.8%","±0.1","143,783","±737","41.3%","±0.2","148,708","±588","40.3%","±0.1","49,373","±706","40.1%","±0.6","24,767","±579","41.3%","±1.0","24,606","±649","39.0%","±1.1","85,492","±841","37.5%","±0.4","44,063","±870","38.6%","±0.6","41,429","±765","36.5%","±0.6","42,396","±837","39.0%","±0.8","21,394","±614","40.0%","±1.2","21,002","±685","38.1%","±1.2","159,702","±751","39.0%","±0.2","80,763","±774","39.9%","±0.4","78,939","±372","38.0%","±0.2","25,814","±452","38.2%","±0.7","14,593","±433","42.1%","±1.5","11,221","±205","34.1%","±1.1","374,546","±189","37.6%","±0.1","183,614","±154","38.5%","±0.1","190,932","±147","36.7%","±0.1","133,495","±653","45.5%","±0.2","66,062","±408","46.2%","±0.4","67,433","±451","44.9%","±0.3"
"        16 years and over","151,673","±742","81.6%","±0.4","72,627","±790","80.3%","±1.1","79,046","±640","82.8%","±0.9","66,543","±585","79.4%","±0.7","33,577","±571","78.8%","±1.6","32,966","±620","80.0%","±1.9","66,439","±515","80.9%","±0.6","31,943","±644","79.4%","±1.2","34,496","±704","82.3%","±1.4","85,868","±659","78.3%","±0.6","41,560","±803","77.0%","±1.5","44,308","±643","79.6%","±1.3","71,522","±750","78.2%","±0.8","34,102","±667","77.8%","±1.0","37,420","±842","78.5%","±1.1","202,329","±1,062","79.2%","±0.4","99,458","±805","78.5%","±0.6","102,871","±669","79.9%","±0.6","61,983","±669","80.3%","±0.9","31,063","±468","80.2%","±1.9","30,920","±671","80.4%","±1.5","84,698","±499","80.5%","±0.5","41,561","±667","79.2%","±1.1","43,137","±449","81.8%","±0.8","245,634","±964","81.6%","±0.3","118,337","±842","80.4%","±0.6","127,297","±641","82.9%","±0.6","569,116","±1,458","79.4%","±0.2","272,535","±1,303","78.3%","±0.3","296,581","±1,199","80.5%","±0.3","95,978","±500","77.9%","±0.4","46,310","±468","77.2%","±1.0","49,668","±440","78.6%","±1.1","182,102","±1,066","79.9%","±0.5","90,637","±1,064","79.4%","±0.7","91,465","±1,076","80.5%","±0.9","86,232","±430","79.4%","±0.4","42,281","±444","79.0%","±0.7","43,951","±433","79.8%","±0.9","328,382","±1,093","80.1%","±0.3","160,563","±882","79.4%","±0.4","167,819","±745","80.8%","±0.4","55,002","±474","81.4%","±0.7","N","N","N","N","N","N","N","N","802,412","±1,394","80.5%","±0.1","376,557","±967","79.0%","±0.2","425,855","±929","81.8%","±0.2","245,307","±780","83.6%","±0.3","118,295","±518","82.7%","±0.4","127,012","±710","84.5%","±0.6"
"        18 years and over","147,635","*****","79.4%","*****","70,595","±398","78.1%","±0.9","77,040","±397","80.7%","±0.9","65,011","±400","77.5%","±0.5","32,689","±464","76.7%","±1.5","32,322","±517","78.4%","±1.7","64,500","*****","78.6%","*****","30,979","±409","77.0%","±1.1","33,521","±409","80.0%","±1.1","83,323","±343","76.0%","±0.3","40,412","±723","74.9%","±1.3","42,911","±623","77.1%","±1.2","68,742","±537","75.1%","±0.6","32,700","±630","74.6%","±0.7","36,042","±713","75.7%","±0.7","194,689","*****","76.2%","*****","94,917","±191","74.9%","±0.5","99,772","±192","77.5%","±0.5","60,033","±400","77.8%","±0.5","30,254","±389","78.1%","±1.7","29,779","±500","77.4%","±1.4","81,489","±226","77.4%","±0.2","40,130","±452","76.5%","±0.8","41,359","±429","78.4%","±0.8","238,389","*****","79.2%","*****","114,531","±343","77.8%","±0.4","123,858","±343","80.6%","±0.4","549,959","±286","76.7%","±0.1","263,067","±664","75.5%","±0.2","286,892","±619","77.8%","±0.1","92,744","*****","75.3%","*****","44,485","±281","74.1%","±0.8","48,259","±282","76.4%","±0.8","175,889","±44","77.2%","±0.1","87,300","±699","76.4%","±0.4","88,589","±695","78.0%","±0.4","83,142","±87","76.6%","±0.1","40,724","±353","76.1%","±0.6","42,418","±337","77.0%","±0.6","316,666","*****","77.2%","*****","155,304","*****","76.8%","±0.2","161,362","*****","77.6%","±0.2","53,210","±298","78.8%","±0.4","28,365","±559","81.9%","±1.9","24,845","±453","75.5%","±1.7","776,393","±134","77.9%","±0.1","363,773","±170","76.3%","±0.1","412,620","±69","79.2%","±0.1","239,287","±105","81.6%","±0.1","114,730","±354","80.2%","±0.4","124,557","±344","82.9%","±0.4"
"        21 years and over","130,662","±2,036","70.3%","±1.1","63,571","±1,225","70.3%","±1.6","67,091","±1,886","70.3%","±2.1","61,064","±813","72.8%","±1.0","31,031","±631","72.8%","±1.7","30,033","±732","72.9%","±2.1","59,980","±831","73.0%","±1.0","28,769","±662","71.6%","±1.6","31,211","±762","74.5%","±2.0","80,260","±896","73.2%","±0.8","38,575","±631","71.5%","±2.0","41,685","±675","74.9%","±1.3","66,618","±784","72.8%","±0.9","31,679","±705","72.2%","±1.3","34,939","±756","73.3%","±1.0","185,765","±1,251","72.7%","±0.5","90,256","±909","71.2%","±0.8","95,509","±933","74.1%","±0.8","56,767","±1,164","73.5%","±1.5","28,674","±988","74.0%","±2.8","28,093","±787","73.0%","±2.1","77,685","±986","73.8%","±0.9","38,173","±762","72.7%","±1.5","39,512","±770","74.9%","±1.3","224,403","±1,255","74.6%","±0.4","107,596","±1,176","73.1%","±0.8","116,807","±915","76.0%","±0.7","529,227","±1,851","73.8%","±0.3","251,654","±1,319","72.3%","±0.3","277,573","±1,194","75.3%","±0.4","87,759","±921","71.3%","±0.7","41,748","±615","69.6%","±1.3","46,011","±606","72.9%","±1.2","168,282","±987","73.9%","±0.4","82,990","±1,003","72.7%","±0.8","85,292","±879","75.1%","±0.7","79,468","±743","73.2%","±0.7","38,276","±724","71.6%","±1.3","41,192","±477","74.8%","±0.8","302,788","±1,224","73.9%","±0.3","148,076","±944","73.2%","±0.5","154,712","±905","74.4%","±0.5","50,723","±802","75.1%","±1.2","27,320","±603","78.8%","±2.0","23,403","±726","71.2%","±2.5","742,287","±1,667","74.4%","±0.2","345,037","±1,274","72.4%","±0.3","397,250","±1,223","76.3%","±0.2","228,212","±1,106","77.8%","±0.4","109,862","±865","76.8%","±0.6","118,350","±776","78.8%","±0.6"
"        60 years and over","36,310","±1,420","19.5%","±0.8","16,483","±1,042","18.2%","±1.1","19,827","±945","20.8%","±1.0","19,271","±957","23.0%","±1.1","8,235","±627","19.3%","±1.5","11,036","±606","26.8%","±1.6","19,440","±862","23.7%","±1.0","9,084","±566","22.6%","±1.4","10,356","±621","24.7%","±1.6","25,659","±1,105","23.4%","±1.0","11,558","±743","21.4%","±1.3","14,101","±702","25.3%","±1.2","21,176","±1,249","23.1%","±1.4","9,489","±644","21.6%","±1.5","11,687","±973","24.5%","±2.0","53,967","±1,540","21.1%","±0.6","25,270","±1,085","19.9%","±0.9","28,697","±1,207","22.3%","±0.9","18,720","±818","24.2%","±1.1","8,342","±593","21.5%","±1.6","10,378","±511","27.0%","±1.3","27,704","±1,263","26.3%","±1.2","12,791","±937","24.4%","±1.8","14,913","±891","28.3%","±1.7","68,444","±1,536","22.7%","±0.5","29,280","±1,070","19.9%","±0.7","39,164","±1,083","25.5%","±0.6","162,292","±2,468","22.6%","±0.3","74,023","±1,815","21.3%","±0.5","88,269","±1,787","23.9%","±0.5","27,207","±1,086","22.1%","±0.9","12,033","±794","20.1%","±1.4","15,174","±837","24.0%","±1.4","53,314","±1,960","23.4%","±0.9","25,220","±1,198","22.1%","±1.1","28,094","±1,210","24.7%","±1.1","23,619","±1,141","21.8%","±1.1","11,787","±786","22.0%","±1.4","11,832","±622","21.5%","±1.1","94,276","±2,141","23.0%","±0.5","43,722","±1,432","21.6%","±0.7","50,554","±1,306","24.3%","±0.6","16,323","±870","24.2%","±1.3","7,685","±590","22.2%","±1.8","8,638","±706","26.3%","±2.1","259,820","±3,451","26.1%","±0.3","113,605","±2,576","23.8%","±0.5","146,215","±2,197","28.1%","±0.4","63,375","±1,530","21.6%","±0.5","28,594","±1,112","20.0%","±0.8","34,781","±1,160","23.1%","±0.8"
"        62 years and over","31,893","±1,249","17.2%","±0.7","14,403","±969","15.9%","±1.1","17,490","±886","18.3%","±0.9","17,204","±761","20.5%","±0.9","7,310","±489","17.1%","±1.2","9,894","±567","24.0%","±1.5","17,372","±829","21.2%","±1.0","8,012","±550","19.9%","±1.4","9,360","±541","22.3%","±1.4","22,664","±900","20.7%","±0.8","10,200","±644","18.9%","±1.2","12,464","±558","22.4%","±1.0","18,561","±1,031","20.3%","±1.1","8,408","±538","19.2%","±1.3","10,153","±776","21.3%","±1.5","46,319","±1,376","18.1%","±0.5","20,930","±899","16.5%","±0.7","25,389","±1,125","19.7%","±0.9","17,118","±861","22.2%","±1.1","7,472","±552","19.3%","±1.4","9,646","±634","25.1%","±1.6","24,621","±1,063","23.4%","±1.0","11,663","±715","22.2%","±1.4","12,958","±709","24.6%","±1.4","61,901","±1,400","20.6%","±0.5","27,042","±898","18.4%","±0.6","34,859","±1,132","22.7%","±0.7","140,935","±2,322","19.7%","±0.3","63,061","±1,519","18.1%","±0.4","77,874","±1,684","21.1%","±0.5","24,240","±896","19.7%","±0.7","10,692","±635","17.8%","±1.0","13,548","±758","21.5%","±1.2","46,580","±1,882","20.5%","±0.8","21,917","±1,122","19.2%","±1.0","24,663","±1,139","21.7%","±1.0","19,992","±892","18.4%","±0.8","9,687","±702","18.1%","±1.2","10,305","±617","18.7%","±1.1","80,464","±1,601","19.6%","±0.4","36,989","±1,080","18.3%","±0.5","43,475","±984","20.9%","±0.5","14,320","±1,007","21.2%","±1.5","6,737","±471","19.4%","±1.5","7,583","±713","23.1%","±2.0","233,437","±3,347","23.4%","±0.3","101,260","±2,387","21.3%","±0.5","132,177","±2,095","25.4%","±0.4","56,583","±1,572","19.3%","±0.5","24,909","±1,112","17.4%","±0.8","31,674","±1,200","21.1%","±0.8"
