"        65 years and over","24,738","±697","13.3%","±0.4","11,219","±460","12.4%","±0.5","13,519","±417","14.2%","±0.4","14,107","±285","16.8%","±0.3","6,136","±160","14.4%","±0.5","7,971","±213","19.3%","±0.5","14,159","±335","17.2%","±0.4","6,286","±248","15.6%","±0.6","7,873","±215","18.8%","±0.6","19,471","±411","17.8%","±0.4","8,696","±234","16.1%","±0.4","10,775","±255","19.4%","±0.7","15,000","±340","16.4%","±0.4","6,664","±77","15.2%","±0.3","8,336","±341","17.5%","±0.7","37,704","±877","14.8%","±0.3","16,701","±634","13.2%","±0.5","21,003","±570","16.3%","±0.4","13,603","±303","17.6%","±0.4","6,076","±218","15.7%","±0.5","7,527","±319","19.6%","±0.8","19,725","±390","18.7%","±0.4","8,864","±170","16.9%","±0.4","10,861","±362","20.6%","±0.6","51,151","±432","17.0%","±0.1","21,705","±196","14.7%","±0.1","29,446","±426","19.2%","±0.3","113,060","±664","15.8%","±0.1","49,436","±686","14.2%","±0.2","63,624","±256","17.3%","±0.1","19,720","±353","16.0%","±0.3","8,560","±229","14.3%","±0.4","11,160","±313","17.7%","±0.5","36,831","±508","16.2%","±0.2","16,764","±256","14.7%","±0.3","20,067","±407","17.7%","±0.4","16,832","±399","15.5%","±0.4","7,930","±299","14.8%","±0.5","8,902","±295","16.2%","±0.5","66,683","±368","16.3%","±0.1","29,886","±255","14.8%","±0.1","36,797","±248","17.7%","±0.1","11,727","±381","17.4%","±0.6","5,259","±160","15.2%","±0.6","6,468","±350","19.7%","±1.0","187,822","±136","18.8%","±0.1","80,276","*****","16.8%","±0.1","107,546","±136","20.7%","±0.1","43,995","±466","15.0%","±0.2","18,958","±346","13.3%","±0.2","25,037","±421","16.7%","±0.3"
"        75 years and over","8,982","±362","4.8%","±0.2","3,630","±167","4.0%","±0.2","5,352","±316","5.6%","±0.3","5,568","±165","6.6%","±0.2","2,215","±97","5.2%","±0.3","3,353","±97","8.1%","±0.3","5,659","±61","6.9%","±0.1","2,323","±61","5.8%","±0.2","3,336","±198","8.0%","±0.1","8,361","±458","7.6%","±0.4","3,506","±232","6.5%","±0.4","4,855","±244","8.7%","±0.5","5,625","±68","6.1%","±0.1","2,454","±10","5.6%","±0.1","3,171","±68","6.7%","±0.2","14,443","±644","5.7%","±0.3","6,233","±607","4.9%","±0.5","8,210","±286","6.4%","±0.2","5,145","±80","6.7%","±0.1","2,097","±44","5.4%","±0.2","3,048","±67","7.9%","±0.2","7,611","±298","7.2%","±0.3","3,145","±198","6.0%","±0.1","4,466","±298","8.5%","±0.5","21,183","±314","7.0%","±0.1","8,452","±178","5.7%","±0.1","12,731","±246","8.3%","±0.2","44,228","±596","6.2%","±0.1","17,587","±459","5.0%","±0.1","26,641","±302","7.2%","±0.1","7,963","±234","6.5%","±0.2","3,358","±166","5.6%","±0.3","4,605","±166","7.3%","±0.3","12,900","±248","5.7%","±0.1","5,546","±126","4.9%","±0.1","7,354","±136","6.5%","±0.1","6,356","±214","5.9%","±0.2","2,825","±166","5.3%","±0.3","3,531","±150","6.4%","±0.3","25,862","±493","6.3%","±0.1","10,868","±255","5.4%","±0.1","14,994","±384","7.2%","±0.2","4,667","±188","6.9%","±0.3","1,924","±122","5.6%","±0.4","2,743","±122","8.3%","±0.4","76,987","±328","7.7%","±0.1","30,436","±238","6.4%","±0.1","46,551","±196","8.9%","±0.1","15,361","±385","5.2%","±0.1","5,990","±292","4.2%","±0.2","9,371","±224","6.2%","±0.2"
"    SUMMARY INDICATORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Median age (years)","32.6","±0.7","(X)","(X)","32.1","±0.9","(X)","(X)","33.1","±1.0","(X)","(X)","38.5","±0.7","(X)","(X)","37.7","±0.6","(X)","(X)","40.0","±1.3","(X)","(X)","36.7","±0.5","(X)","(X)","36.5","±0.9","(X)","(X)","36.8","±0.8","(X)","(X)","39.8","±0.7","(X)","(X)","38.9","±1.6","(X)","(X)","40.6","±1.7","(X)","(X)","40.2","±0.7","(X)","(X)","40.5","±0.8","(X)","(X)","39.8","±0.9","(X)","(X)","37.5","±0.4","(X)","(X)","36.7","±0.6","(X)","(X)","38.4","±0.8","(X)","(X)","39.4","±1.4","(X)","(X)","38.7","±2.0","(X)","(X)","40.3","±1.4","(X)","(X)","42.5","±1.5","(X)","(X)","40.7","±1.0","(X)","(X)","43.9","±0.8","(X)","(X)","36.5","±0.3","(X)","(X)","35.1","±0.4","(X)","(X)","37.7","±0.7","(X)","(X)","37.0","±0.3","(X)","(X)","36.2","±0.2","(X)","(X)","38.2","±0.6","(X)","(X)","37.0","±0.8","(X)","(X)","35.3","±0.9","(X)","(X)","38.2","±0.8","(X)","(X)","40.4","±0.6","(X)","(X)","39.7","±1.1","(X)","(X)","41.3","±1.2","(X)","(X)","38.8","±1.1","(X)","(X)","38.3","±1.6","(X)","(X)","39.1","±1.2","(X)","(X)","39.7","±0.4","(X)","(X)","38.6","±0.8","(X)","(X)","40.8","±0.6","(X)","(X)","41.0","±1.3","(X)","(X)","39.8","±2.0","(X)","(X)","41.6","±2.0","(X)","(X)","40.3","±0.3","(X)","(X)","38.7","±0.4","(X)","(X)","41.7","±0.3","(X)","(X)","36.8","±0.4","(X)","(X)","36.0","±0.5","(X)","(X)","37.7","±0.7","(X)","(X)"
"        Sex ratio (males per 100 females)","94.7","±2.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","103.4","±4.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","96.0","±3.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","96.9","±3.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","92.1","±2.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","98.4","±1.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","100.7","±4.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","99.5","±2.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","95.9","±1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","94.5","±0.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","95.0","±2.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","100.5","±1.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","97.1","±1.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","97.3","±0.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","105.4","±5.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","91.5","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","95.2","±1.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Age dependency ratio","51.2","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","64.7","±1.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","63.1","±1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","71.7","±1.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","70.3","±2.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","62.8","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","66.3","±1.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","70.4","±1.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","60.7","±0.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","64.1","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","68.7","±0.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","63.8","±0.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","63.7","±1.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","64.0","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","62.8","±2.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","69.4","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","50.2","±0.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Old-age dependency ratio","20.1","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.5","±0.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","±0.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","±0.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","±0.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","±0.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.4","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.3","±1.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.5","±0.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Child dependency ratio","31.1","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.0","±1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.2","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.3","±1.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.7","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.0","±1.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.4","±0.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.6","±0.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.3","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.3","±0.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.3","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","±1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.5","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    PERCENT ALLOCATED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Sex","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Age","(X)","(X)","1.6%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.5%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.5%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.3%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2.3%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.4%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.9%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.3%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.7%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.5%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.6%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.8%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.3%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1.4%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"